date,line_id,build_id,units_built,first_pass_yield,rework_units,scrap_units,oqa_defects,oqa_pass_rate,field_return_rate_est,shift
2025-03-25,CORK-L1,B878842,3528,0.9672,86,30,39,0.9678,0.00032,B
2025-03-26,CORK-L2,B878842,3581,0.9703,77,29,25,0.9683,0.00135,A
2025-03-26,CORK-L1,B878842,2496,0.9732,53,14,25,0.9693,0.00165,A
2025-03-27,CORK-L2,B878842,1561,0.9695,34,14,17,0.9711,0.00223,A
2025-03-27,CORK-L1,B878842,1887,0.9668,41,22,11,0.9638,0.00182,B
2025-03-28,CORK-L2,B878842,975,0.9653,27,7,9,0.9644,0.00081,B
2025-03-28,CORK-L1,B878842,1037,0.9704,20,11,9,0.9728,0.00127,B
2025-03-25,CORK-L1,B184343,1017,0.9697,19,12,7,0.9698,0.00151,B
2025-03-25,CORK-L2,B184343,1182,0.9658,24,16,15,0.9645,0.00047,B
2025-03-26,CORK-L1,B184343,1798,0.9724,36,14,13,0.9731,0.00097,A
2025-03-26,CORK-L2,B184343,1159,0.971,22,12,13,0.9617,0.00227,A
2025-03-27,CORK-L1,B184343,2630,0.9681,54,30,28,0.97,0.00144,B
2025-03-27,CORK-L2,B184343,2811,0.9692,54,33,17,0.9664,0.00061,B
2025-03-28,CORK-L1,B184343,1102,0.9715,19,12,5,0.9621,0.00256,A
2025-03-28,CORK-L2,B184343,1010,0.9698,20,10,6,0.9532,0.00103,B
2025-03-29,CORK-L1,B184343,1399,0.9677,27,18,17,0.9729,0.00115,B
2025-03-29,CORK-L2,B184343,1152,0.9688,25,11,10,0.9692,0.00207,B
2025-03-30,CORK-L1,B184343,130,0.9666,3,1,1,0.9605,0.0031,B
2025-03-30,CORK-L2,B184343,149,0.9754,3,1,1,0.9783,0.00174,A
2025-03-31,CORK-L1,B184343,449,0.9706,10,3,2,0.9629,0.00145,B
2025-03-31,CORK-L2,B184343,707,0.9753,10,7,6,0.9716,0.00097,A
2025-04-01,CORK-L1,B184343,600,0.9678,11,8,3,0.9688,0.0015,B
2025-04-01,CORK-L2,B184343,389,0.9709,8,3,4,0.9685,0.00118,B
2025-04-02,CORK-L1,B184343,305,0.9707,6,3,3,0.9678,0.00157,A
2025-04-02,CORK-L2,B184343,438,0.9709,9,4,2,0.9735,0.00101,B
2025-04-03,CORK-L1,B184343,1169,0.9717,21,12,8,0.9671,0.00113,A
2025-04-03,CORK-L2,B184343,1201,0.9709,27,8,7,0.979,0.00114,B
2025-04-04,CORK-L1,B184343,2148,0.9706,45,18,19,0.9619,0.00104,A
2025-04-04,CORK-L2,B184343,2035,0.97,37,24,13,0.9768,0.00217,B
2025-04-05,CORK-L1,B184343,1444,0.9716,30,11,17,0.9652,0.00182,A
2025-04-05,CORK-L2,B184343,1365,0.968,27,17,18,0.9714,0.00114,B
2025-03-25,CORK-L3,B231509,2864,0.9698,59,27,18,0.9659,0.00148,B
2025-03-26,CORK-L3,B231509,4430,0.968,103,39,43,0.9695,0.00116,B
2025-03-27,CORK-L3,B231509,1689,0.973,33,13,9,0.973,0.0,A
2025-03-28,CORK-L3,B231509,6648,0.9706,148,47,48,0.9772,0.00153,A
2025-03-29,CORK-L3,B231509,2007,0.9719,37,19,11,0.9702,0.00171,A
2025-03-30,CORK-L3,B231509,1521,0.9729,26,15,8,0.9611,0.00182,A
2025-03-31,CORK-L3,B231509,6799,0.9747,114,58,52,0.9729,0.00193,A
2025-04-01,CORK-L3,B231509,7228,0.9734,151,42,42,0.9747,0.00108,A
2025-04-02,CORK-L3,B231509,3754,0.9754,55,37,15,0.9756,0.0,A
2025-04-03,CORK-L3,B231509,6188,0.9709,129,51,47,0.9683,0.00051,B
2025-04-04,CORK-L3,B231509,3999,0.9755,77,21,21,0.9781,0.00122,A
2025-04-05,CORK-L3,B231509,2288,0.9706,46,21,26,0.9675,0.00176,B
2025-04-06,CORK-L3,B231509,1771,0.9678,33,24,18,0.9763,1e-05,B
2025-03-24,CORK-L2,B354634,4887,0.9735,96,33,32,0.9754,0.00219,A
2025-03-25,CORK-L2,B354634,2172,0.9717,46,15,11,0.9671,0.00232,A
2025-03-26,CORK-L2,B354634,4734,0.9728,75,54,28,0.9738,0.0019,A
2025-03-27,CORK-L2,B354634,6745,0.9681,160,55,74,0.967,0.0006,B
2025-03-28,CORK-L2,B354634,3034,0.9728,51,31,32,0.9753,5e-05,A
2025-03-26,CORK-L2,B046231,3503,0.971,72,30,17,0.9747,0.00063,A
2025-03-26,CORK-L1,B046231,2789,0.9648,74,24,19,0.9625,0.00093,B
2025-03-27,CORK-L2,B046231,3135,0.9686,75,24,25,0.9687,0.00208,A
2025-03-27,CORK-L1,B046231,2197,0.9632,54,27,22,0.9637,0.00272,B
2025-03-28,CORK-L2,B046231,2101,0.9692,50,15,17,0.976,0.00154,A
2025-03-28,CORK-L1,B046231,2695,0.9645,75,21,25,0.9737,0.00235,B
2025-03-26,CORK-L2,B376047,1169,0.9658,30,10,15,0.9533,0.00095,B
2025-03-26,CORK-L1,B376047,1072,0.97,21,11,5,0.9753,0.00042,A
2025-03-27,CORK-L2,B376047,1053,0.9671,25,10,13,0.9696,0.00118,B
2025-03-27,CORK-L1,B376047,1014,0.97,18,12,6,0.9671,0.0,A
2025-03-28,CORK-L2,B376047,2475,0.971,49,23,16,0.9827,0.00205,A
2025-03-28,CORK-L1,B376047,3421,0.9706,59,42,26,0.9621,0.00148,A
2025-03-29,CORK-L2,B376047,1534,0.9717,31,12,13,0.9766,0.00182,A
2025-03-29,CORK-L1,B376047,1770,0.9677,35,22,15,0.9628,0.00177,B
2025-03-30,CORK-L2,B376047,459,0.9723,8,5,5,0.9812,0.0,A
2025-03-30,CORK-L1,B376047,430,0.9655,12,3,4,0.9698,0.00219,B
2025-03-31,CORK-L2,B376047,3002,0.9695,57,35,34,0.962,0.00188,B
2025-03-31,CORK-L1,B376047,3103,0.9718,66,22,28,0.973,0.00187,A
2025-04-01,CORK-L2,B376047,1307,0.9736,21,14,7,0.9881,0.00219,A
2025-04-01,CORK-L1,B376047,1043,0.9675,21,13,7,0.9674,0.00117,B
2025-04-02,CORK-L2,B376047,4263,0.9693,87,44,28,0.968,0.0,B
2025-04-02,CORK-L1,B376047,3933,0.9656,91,44,45,0.9616,0.00127,B
2025-03-24,CORK-L1,B621008,1485,0.9651,37,15,10,0.9496,0.00016,B
2025-03-25,CORK-L1,B621008,4679,0.9661,120,39,64,0.9709,0.00098,B
2025-04-04,CORK-L3,B687095,1482,0.9704,33,11,13,0.9688,0.00034,A
2025-04-04,CORK-L2,B687095,1868,0.9734,37,13,20,0.9638,0.00146,A
2025-04-05,CORK-L3,B687095,896,0.9721,16,9,5,0.9595,0.00183,A
2025-04-05,CORK-L2,B687095,1311,0.969,27,14,12,0.9746,0.00178,B
2025-04-06,CORK-L3,B687095,373,0.9661,9,4,3,0.9599,0.0,B
2025-04-06,CORK-L2,B687095,363,0.9753,6,3,3,0.976,0.00159,A
2025-04-01,CORK-L3,B713224,6069,0.9686,152,38,35,0.9653,0.00128,B
2025-04-02,CORK-L3,B713224,6042,0.9689,110,78,61,0.965,0.00054,B
2025-04-03,CORK-L3,B713224,3706,0.9683,83,35,26,0.9731,0.00078,B
2025-04-04,CORK-L3,B713224,6571,0.9726,139,41,67,0.963,0.00227,A
2025-04-05,CORK-L3,B713224,2029,0.968,50,15,24,0.9707,0.00206,B
2025-04-06,CORK-L3,B713224,506,0.9723,8,6,6,0.982,0.00205,A
2025-04-07,CORK-L3,B352599,3906,0.974,79,23,39,0.9693,0.00171,A
2025-04-08,CORK-L3,B352599,6389,0.9745,116,47,36,0.9679,0.00183,A
2025-04-08,CORK-L3,B046118,6782,0.967,150,74,63,0.9666,0.00224,B
2025-04-09,CORK-L3,B046118,7062,0.9733,151,38,62,0.9625,0.00015,A
2025-04-10,CORK-L3,B046118,4239,0.9721,75,43,34,0.9626,0.00083,A
2025-04-11,CORK-L3,B046118,2756,0.9657,60,34,37,0.9712,0.00058,B
2025-04-12,CORK-L3,B046118,666,0.9728,12,6,7,0.9684,0.00133,A
2025-04-13,CORK-L3,B046118,444,0.9743,8,3,4,0.9689,0.00109,A
2025-04-14,CORK-L3,B046118,5323,0.9743,109,28,53,0.9755,0.00185,A
2025-04-15,CORK-L3,B046118,5534,0.9705,97,66,27,0.9666,0.00094,B
2025-04-16,CORK-L3,B046118,3823,0.9736,69,32,18,0.9807,0.00141,A
2025-04-17,CORK-L3,B046118,5149,0.9728,92,48,46,0.9731,0.00132,A
2025-04-18,CORK-L3,B046118,5082,0.9737,82,52,43,0.9763,0.0005,A
2025-04-19,CORK-L3,B046118,1422,0.9671,35,12,12,0.9551,0.00086,B
2025-04-20,CORK-L3,B046118,2182,0.9713,40,23,18,0.9743,0.00121,A
2025-04-08,CORK-L3,B647447,1050,0.967,28,7,6,0.9673,0.00236,B
2025-04-08,CORK-L2,B647447,927,0.9707,19,8,8,0.9651,0.00122,B
2025-04-09,CORK-L3,B647447,878,0.9695,20,7,11,0.9762,0.0,A
2025-04-09,CORK-L2,B647447,867,0.9691,16,11,6,0.9742,0.00199,B
2025-04-10,CORK-L3,B647447,2292,0.967,59,17,19,0.9712,0.00188,B
2025-04-10,CORK-L2,B647447,1938,0.9694,42,17,9,0.9742,0.0012,B
2025-04-11,CORK-L3,B647447,2648,0.9682,51,33,32,0.9742,0.0008,B
2025-04-11,CORK-L2,B647447,2972,0.9758,49,23,18,0.9755,0.00039,A
2025-04-12,CORK-L3,B647447,224,0.9723,4,2,1,0.9686,0.00125,A
2025-04-12,CORK-L2,B647447,188,0.975,3,2,1,0.9764,0.00128,A
2025-04-13,CORK-L3,B647447,458,0.9686,10,4,4,0.9637,0.00104,B
2025-04-13,CORK-L2,B647447,548,0.9701,10,6,3,0.9638,0.0021,B
2025-04-14,CORK-L3,B647447,2054,0.9704,40,21,12,0.968,0.00235,B
2025-04-14,CORK-L2,B647447,1706,0.9757,32,10,6,0.9745,0.00186,A
2025-04-16,CORK-L2,B613073,3964,0.9713,76,38,30,0.9726,0.00114,B
2025-04-17,CORK-L2,B613073,1586,0.9759,22,16,9,0.9617,0.00036,A
2025-04-18,CORK-L2,B613073,1268,0.9714,27,9,10,0.9713,0.00162,B
2025-04-19,CORK-L2,B613073,2030,0.971,45,14,10,0.9643,0.0,B
2025-04-20,CORK-L2,B613073,1176,0.9703,22,13,14,0.9803,0.00243,B
2025-04-21,CORK-L2,B613073,962,0.9744,16,9,4,0.9947,0.00051,A
2025-04-22,CORK-L2,B613073,786,0.973,13,8,7,0.9605,0.00064,B
2025-04-16,CORK-L1,B562135,3939,0.9732,84,22,15,0.9628,0.00239,A
2025-04-16,CORK-L2,B562135,2424,0.9702,54,18,14,0.9665,0.00165,B
2025-04-17,CORK-L1,B562135,2873,0.9719,56,25,20,0.9645,0.00061,A
2025-04-17,CORK-L2,B562135,2674,0.9707,59,19,24,0.9635,0.00052,B
2025-04-18,CORK-L1,B562135,2327,0.9696,48,23,14,0.9606,0.00328,A
2025-04-18,CORK-L2,B562135,1723,0.9701,40,12,21,0.9836,0.00189,B
2025-04-19,CORK-L1,B562135,144,0.9706,3,1,1,0.9671,0.00063,A
2025-04-19,CORK-L2,B562135,193,0.9727,3,2,2,0.9814,0.00314,A
2025-04-20,CORK-L1,B562135,1277,0.9658,27,17,18,0.977,0.00084,B
2025-04-20,CORK-L2,B562135,856,0.9679,16,11,5,0.9573,0.00164,B
2025-04-21,CORK-L1,B562135,2865,0.9662,75,22,19,0.9707,0.0021,B
2025-04-21,CORK-L2,B562135,3530,0.9726,62,35,36,0.983,0.00051,A
2025-04-22,CORK-L1,B562135,403,0.9679,8,5,4,0.9648,0.0031,B
2025-04-22,CORK-L2,B562135,394,0.9734,7,3,3,0.9755,0.00084,A
2025-04-24,CORK-L1,B562135,748,0.9685,15,9,6,0.9719,0.00034,B
2025-04-24,CORK-L2,B562135,919,0.9741,17,7,6,0.976,0.00053,A
2025-04-25,CORK-L1,B562135,2433,0.9685,57,20,26,0.9603,0.00267,B
2025-04-25,CORK-L2,B562135,1922,0.9694,42,17,19,0.9703,0.00195,B
2025-04-26,CORK-L1,B562135,156,0.9706,4,1,1,0.9665,0.0,A
2025-04-26,CORK-L2,B562135,201,0.9718,4,2,1,0.9651,0.00193,A
2025-04-27,CORK-L1,B562135,623,0.9715,12,6,4,0.969,0.00232,A
2025-04-27,CORK-L2,B562135,847,0.9719,15,9,9,0.9695,0.00044,A
2025-04-28,CORK-L1,B562135,1740,0.9675,37,20,11,0.9655,0.0,B
2025-04-28,CORK-L2,B562135,1336,0.9731,28,8,8,0.981,0.00084,A
2025-04-29,CORK-L1,B562135,2668,0.9678,67,19,14,0.9652,0.0009,B
2025-04-29,CORK-L2,B562135,3097,0.9712,54,35,14,0.9666,0.00154,A
2025-04-15,CORK-L1,B304695,5765,0.9706,127,43,35,0.9685,0.00135,A
2025-04-16,CORK-L1,B304695,505,0.9716,9,5,3,0.9726,0.00101,A
2025-04-17,CORK-L1,B304695,6625,0.9718,123,63,43,0.9762,0.0,A
2025-04-18,CORK-L1,B304695,6385,0.9651,146,77,48,0.969,0.00144,B
2025-04-19,CORK-L1,B304695,1991,0.9696,44,16,24,0.9673,0.00105,A
2025-04-17,CORK-L2,B707693,6553,0.9706,138,55,31,0.9709,0.00122,A
2025-04-18,CORK-L2,B707693,3171,0.9665,83,23,41,0.9627,0.00186,B
2025-04-19,CORK-L2,B707693,3284,0.9675,74,33,39,0.968,0.00099,B
2025-04-20,CORK-L2,B707693,1543,0.9658,35,18,13,0.9542,0.00224,B
2025-04-21,CORK-L2,B707693,6795,0.9653,186,49,97,0.9651,0.0008,B
2025-04-22,CORK-L2,B707693,2614,0.967,57,29,24,0.9643,0.00137,B
2025-04-21,CORK-L3,B478586,6682,0.9738,116,59,42,0.9791,0.00064,A
2025-04-22,CORK-L3,B478586,1903,0.9736,36,14,14,0.964,0.00147,A
2025-04-24,CORK-L3,B478586,1491,0.9733,27,13,6,0.9638,0.00062,A
2025-04-25,CORK-L3,B478586,4657,0.9697,110,31,29,0.9706,0.00205,B
2025-04-26,CORK-L3,B478586,2608,0.9694,62,18,25,0.9729,0.00168,B
2025-04-27,CORK-L3,B478586,1337,0.9748,20,14,7,0.9771,0.00144,A
2025-04-28,CORK-L3,B478586,3893,0.9745,75,24,31,0.9676,0.00168,A
2025-04-29,CORK-L3,B478586,619,0.9711,13,5,7,0.9746,0.00178,B
2025-04-22,CORK-L2,B258374,6897,0.9725,148,42,75,0.9758,0.00026,A
2025-04-24,CORK-L2,B258374,2560,0.9683,52,29,30,0.9669,0.00033,B
2025-04-25,CORK-L2,B258374,2868,0.9726,54,25,21,0.9671,0.0,A
2025-04-26,CORK-L2,B258374,2935,0.9712,54,31,17,0.9799,0.00223,A
2025-05-02,CORK-L3,B934139,2839,0.975,47,24,20,0.9883,0.00242,A
2025-05-03,CORK-L3,B934139,469,0.9739,7,5,3,0.9801,0.00127,A
2025-05-04,CORK-L3,B934139,962,0.9712,17,11,7,0.9722,0.00108,B
2025-05-05,CORK-L3,B934139,6365,0.9701,133,57,37,0.9748,0.00239,B
2025-05-06,CORK-L3,B934139,6044,0.9703,141,39,52,0.9714,0.00092,B
2025-05-07,CORK-L3,B934139,672,0.9695,14,7,5,0.9713,0.00204,B
2025-05-08,CORK-L3,B934139,3036,0.9694,63,30,26,0.967,0.0019,B
2025-05-09,CORK-L3,B934139,3730,0.9724,65,38,32,0.9724,0.0022,A
2025-04-28,CORK-L3,B802718,1358,0.9719,25,13,12,0.9753,0.00123,A
2025-04-28,CORK-L2,B802718,1713,0.9677,36,19,8,0.9728,0.00192,B
2025-04-29,CORK-L3,B802718,2749,0.9672,65,25,27,0.978,0.00218,B
2025-04-29,CORK-L2,B802718,2635,0.9715,54,21,14,0.9693,0.00094,A
2025-04-30,CORK-L3,B802718,2119,0.969,42,24,22,0.9623,0.0,A
2025-04-30,CORK-L2,B802718,2943,0.9717,65,18,15,0.9696,0.00145,A
2025-05-01,CORK-L3,B802718,3126,0.9698,61,33,28,0.973,0.00264,A
2025-05-01,CORK-L2,B802718,2047,0.9668,51,17,14,0.974,0.00215,B
2025-05-02,CORK-L3,B802718,1203,0.9721,24,10,14,0.9801,0.00131,A
2025-05-02,CORK-L2,B802718,1236,0.967,29,12,11,0.9675,0.00094,B
2025-05-03,CORK-L3,B802718,1077,0.9715,24,7,10,0.9855,5e-05,A
2025-05-03,CORK-L2,B802718,1165,0.9678,26,11,7,0.9725,0.00172,B
2025-05-04,CORK-L3,B802718,862,0.9682,18,9,4,0.968,0.00175,B
2025-05-04,CORK-L2,B802718,825,0.9675,21,6,6,0.9661,0.00301,B
2025-05-05,CORK-L3,B802718,757,0.9684,17,7,10,0.9705,0.00129,B
2025-05-05,CORK-L2,B802718,584,0.9724,10,6,5,0.9668,0.00139,A
2025-05-06,CORK-L3,B802718,3769,0.9726,66,37,16,0.9684,0.00173,A
2025-05-06,CORK-L2,B802718,3285,0.9724,53,38,20,0.969,0.00218,A
2025-05-07,CORK-L3,B802718,1109,0.9715,21,11,9,0.9673,0.0025,A
2025-05-07,CORK-L2,B802718,1694,0.9711,30,19,10,0.9677,0.0,A
2025-04-29,CORK-L2,B862352,1824,0.9729,30,19,14,0.9803,0.00047,A
2025-04-29,CORK-L1,B862352,2271,0.9661,48,29,24,0.9623,0.00174,B
2025-04-30,CORK-L2,B862352,2019,0.9695,43,19,11,0.9603,0.00225,A
2025-04-30,CORK-L1,B862352,2842,0.9716,62,19,32,0.9765,0.0017,A
2025-05-01,CORK-L2,B862352,2339,0.9658,47,33,19,0.9674,0.0,B
2025-05-01,CORK-L1,B862352,2712,0.9724,46,29,17,0.9732,0.00129,A
2025-04-29,CORK-L2,B609564,3010,0.9668,77,23,16,0.9609,0.00147,B
2025-04-30,CORK-L2,B609564,2248,0.9742,37,21,22,0.9804,0.00171,A
2025-05-01,CORK-L2,B609564,878,0.9718,18,7,10,0.9769,0.00147,A
2025-05-02,CORK-L2,B609564,482,0.971,11,3,3,0.9647,0.00145,A
2025-05-03,CORK-L2,B609564,1386,0.9647,32,17,19,0.9639,0.00133,B
2025-05-04,CORK-L2,B609564,1582,0.9672,41,11,20,0.9641,0.00096,B
2025-05-05,CORK-L2,B609564,3113,0.9654,63,45,21,0.9663,0.0007,B
2025-05-06,CORK-L2,B609564,3061,0.9686,73,23,27,0.9763,0.0,B
2025-05-07,CORK-L2,B609564,2067,0.9736,41,14,14,0.9658,0.0025,A
2025-05-08,CORK-L2,B609564,4948,0.9751,83,40,45,0.9769,0.00219,A
2025-05-09,CORK-L2,B609564,1004,0.9747,16,9,7,0.9697,0.0002,A
2025-05-10,CORK-L2,B609564,2221,0.9727,44,17,12,0.9676,0.00074,A
2025-05-02,CORK-L1,B421890,6191,0.9737,111,52,30,0.9642,0.00123,A
2025-05-03,CORK-L1,B421890,631,0.9723,13,4,7,0.9708,0.0028,A
2025-05-04,CORK-L1,B421890,1345,0.9713,27,12,11,0.9686,0.0001,A
2025-05-05,CORK-L1,B421890,3821,0.9724,62,44,19,0.9728,0.00216,A
2025-05-06,CORK-L1,B421890,4200,0.9735,71,40,23,0.9813,0.0,A
2025-05-07,CORK-L1,B421890,2407,0.9689,51,24,30,0.9647,0.00188,B
2025-05-08,CORK-L1,B421890,3263,0.9749,61,21,20,0.9776,0.00102,A
2025-05-09,CORK-L1,B421890,2925,0.9702,57,30,19,0.9716,0.00206,B
2025-05-10,CORK-L1,B421890,1234,0.974,19,13,5,0.9701,0.00058,A
2025-05-11,CORK-L1,B421890,1092,0.9704,21,11,11,0.9811,0.00244,B
2025-05-12,CORK-L1,B421890,2363,0.9764,40,16,17,0.9802,0.00236,A
2025-05-13,CORK-L1,B421890,1019,0.975,20,6,5,0.9706,0.00067,A
2025-05-14,CORK-L1,B421890,2182,0.9704,46,19,22,0.9764,0.00089,B
2025-05-02,CORK-L3,B686231,2415,0.9712,52,17,26,0.9786,0.00227,A
2025-05-02,CORK-L1,B686231,2318,0.9744,42,17,21,0.9751,0.00292,A
2025-05-03,CORK-L3,B686231,1552,0.9718,26,18,15,0.9734,0.00409,A
2025-05-03,CORK-L1,B686231,1748,0.9755,30,13,11,0.9764,0.00133,A
2025-05-04,CORK-L3,B686231,914,0.9701,20,7,9,0.9548,0.00159,A
2025-05-04,CORK-L1,B686231,805,0.9752,12,8,4,0.9691,0.00268,A
2025-05-05,CORK-L3,B686231,733,0.9679,15,9,5,0.966,0.00159,A
2025-05-05,CORK-L1,B686231,646,0.9718,11,7,7,0.9631,0.00268,B
2025-05-06,CORK-L3,B686231,3891,0.9642,82,57,35,0.968,0.0017,B
2025-05-06,CORK-L1,B686231,2581,0.9712,56,18,30,0.9608,0.00174,B
2025-05-07,CORK-L3,B686231,441,0.9682,10,4,3,0.9614,0.00259,A
2025-05-07,CORK-L1,B686231,274,0.9738,6,1,2,0.981,0.002,A
2025-05-08,CORK-L3,B686231,1412,0.9685,30,14,7,0.9636,0.00115,A
2025-05-08,CORK-L1,B686231,1485,0.9759,25,11,7,0.9739,0.00194,A
2025-05-09,CORK-L3,B686231,1135,0.9629,26,16,14,0.9668,0.00072,B
2025-05-09,CORK-L1,B686231,958,0.9687,21,9,12,0.9541,0.0022,B
2025-05-10,CORK-L3,B686231,410,0.9703,9,3,5,0.9649,0.00292,A
2025-05-10,CORK-L1,B686231,441,0.9746,8,3,4,0.9672,0.0025,A
2025-05-09,CORK-L2,B483154,4479,0.9677,106,39,61,0.9633,0.00234,B
2025-05-10,CORK-L2,B483154,2203,0.9648,51,27,20,0.9721,0.00028,B
2025-05-11,CORK-L2,B483154,1948,0.9703,35,23,21,0.9699,0.00323,A
2025-05-12,CORK-L2,B483154,5695,0.9717,113,48,61,0.9722,0.00221,A
2025-05-13,CORK-L2,B483154,7184,0.9717,123,80,45,0.9819,0.00125,A
2025-05-14,CORK-L2,B483154,3140,0.9704,61,32,20,0.9798,0.0013,A
2025-05-15,CORK-L2,B483154,5103,0.9724,109,32,41,0.9743,0.00083,A
2025-05-16,CORK-L2,B483154,3368,0.9716,56,40,36,0.9707,0.00129,A
2025-05-17,CORK-L2,B483154,2639,0.9655,64,27,16,0.9621,0.00161,B
2025-05-08,CORK-L2,B253737,5427,0.9695,99,67,61,0.9684,0.00081,A
2025-05-09,CORK-L2,B253737,6021,0.9702,136,43,43,0.972,0.00192,A
2025-05-10,CORK-L2,B253737,2866,0.9693,67,21,16,0.9695,0.00208,B
2025-05-11,CORK-L2,B253737,1759,0.975,33,11,13,0.9712,0.00126,A
2025-05-12,CORK-L2,B253737,4648,0.9718,79,52,30,0.9744,0.00289,B
2025-05-13,CORK-L2,B253737,703,0.9719,13,7,7,0.9646,0.00084,B
2025-05-14,CORK-L2,B253737,6779,0.9741,115,60,39,0.9835,0.00155,A
2025-05-15,CORK-L2,B253737,999,0.9735,16,10,6,0.9877,0.00134,A
2025-05-16,CORK-L2,B253737,1832,0.9748,34,12,19,0.9719,0.00238,A
2025-05-17,CORK-L2,B253737,867,0.9708,18,7,10,0.9676,0.00116,B
2025-05-18,CORK-L2,B253737,876,0.9732,16,8,7,0.9599,0.00078,A
2025-05-19,CORK-L2,B253737,6798,0.9747,118,54,58,0.9737,0.00177,A
2025-05-09,CORK-L1,B309459,1665,0.9687,31,21,15,0.9714,0.00034,B
2025-05-09,CORK-L3,B309459,1797,0.9667,36,24,16,0.9618,0.00143,B
2025-05-10,CORK-L1,B309459,1000,0.9683,21,11,6,0.9706,0.00116,B
2025-05-10,CORK-L3,B309459,1716,0.9715,34,15,14,0.9674,0.00165,A
2025-05-11,CORK-L1,B309459,1256,0.9737,19,14,6,0.9828,0.00136,A
2025-05-11,CORK-L3,B309459,1565,0.9725,30,13,13,0.9803,5e-05,A
2025-05-12,CORK-L1,B309459,624,0.9723,10,7,6,0.9712,0.00105,A
2025-05-12,CORK-L3,B309459,690,0.9723,14,5,7,0.9644,0.0,A
2025-05-13,CORK-L1,B309459,1371,0.9728,28,9,6,0.9619,0.00053,A
2025-05-13,CORK-L3,B309459,1483,0.9715,28,14,12,0.9751,0.00101,A
2025-05-14,CORK-L1,B309459,2394,0.9719,51,16,18,0.9724,0.00152,A
2025-05-14,CORK-L3,B309459,2900,0.9723,55,25,31,0.9795,0.00107,A
2025-05-15,CORK-L1,B309459,1382,0.9726,26,12,15,0.9794,0.00156,A
2025-05-15,CORK-L3,B309459,1582,0.9722,30,14,8,0.9674,0.00142,A
2025-05-16,CORK-L1,B309459,2894,0.9714,61,22,24,0.9732,0.0019,A
2025-05-16,CORK-L3,B309459,3656,0.9696,68,43,18,0.9707,0.00073,A
2025-05-17,CORK-L1,B309459,1196,0.9716,22,12,11,0.9712,0.00125,A
2025-05-17,CORK-L3,B309459,1196,0.9646,26,16,11,0.9649,0.00158,B
2025-05-18,CORK-L1,B309459,736,0.9726,12,8,6,0.9719,0.00153,A
2025-05-18,CORK-L3,B309459,773,0.9674,18,7,8,0.9627,0.00083,B
2025-05-19,CORK-L1,B309459,1859,0.9724,37,14,20,0.9745,0.00152,A
2025-05-19,CORK-L3,B309459,3077,0.9681,78,20,23,0.9627,0.00086,B
2025-05-07,CORK-L2,B082174,4941,0.976,87,32,43,0.9773,0.00198,A
2025-05-08,CORK-L2,B082174,6322,0.974,103,61,41,0.9799,0.0011,B
2025-05-09,CORK-L2,B082174,5421,0.9787,69,46,20,0.9724,0.00102,A
2025-05-10,CORK-L2,B082174,381,0.9727,6,4,4,0.9751,0.00227,B
2025-05-11,CORK-L2,B082174,2270,0.9768,37,16,12,0.9698,0.00053,A
2025-05-12,CORK-L2,B082174,4206,0.9718,70,49,31,0.9778,0.00073,B
2025-05-13,CORK-L2,B082174,350,0.9768,6,2,3,0.9805,0.00206,A
2025-05-14,CORK-L2,B082174,5599,0.9738,98,49,24,0.9719,0.001,B
2025-05-15,CORK-L2,B082174,5545,0.975,103,36,44,0.9691,0.0,A
2025-05-16,CORK-L2,B082174,4931,0.9689,116,37,46,0.9726,0.00122,B
2025-05-17,CORK-L2,B082174,2337,0.9751,39,19,20,0.9875,0.0008,A
2025-05-18,CORK-L2,B082174,2436,0.9745,48,14,10,0.987,0.00248,A
2025-05-19,CORK-L2,B082174,5948,0.971,132,40,34,0.9738,0.00176,A
2025-05-20,CORK-L2,B082174,2614,0.9654,69,21,14,0.9703,0.00089,B
2025-05-08,CORK-L3,B903535,1946,0.9709,38,19,22,0.9707,0.00097,B
2025-05-08,CORK-L1,B903535,1879,0.9715,42,12,21,0.9729,0.00212,B
2025-05-09,CORK-L3,B903535,1952,0.9753,37,11,13,0.9754,0.00083,A
2025-05-09,CORK-L1,B903535,1655,0.9754,24,17,9,0.972,0.00203,A
2025-05-10,CORK-L3,B903535,1364,0.9763,21,11,7,0.9765,0.00174,A
2025-05-10,CORK-L1,B903535,1137,0.904,64,45,40,0.9114,0.00361,B
2025-05-11,CORK-L3,B903535,223,0.9704,5,2,2,0.9717,0.0012,B
2025-05-11,CORK-L1,B903535,148,0.9264,7,4,4,0.9231,0.00233,A
2025-05-12,CORK-L3,B903535,4177,0.9757,71,30,23,0.969,0.00064,A
2025-05-12,CORK-L1,B903535,4159,0.9674,92,43,22,0.9672,0.00172,B
2025-05-13,CORK-L3,B903535,4013,0.9702,81,39,35,0.9655,0.00069,B
2025-05-13,CORK-L1,B903535,2824,0.9715,51,29,19,0.9732,0.00125,A
2025-05-14,CORK-L3,B903535,568,0.9692,14,4,4,0.9708,0.00251,B
2025-05-14,CORK-L1,B903535,558,0.9708,13,3,4,0.9727,0.00079,A
2025-05-15,CORK-L3,B903535,2831,0.9698,67,19,23,0.974,0.00141,B
2025-05-15,CORK-L1,B903535,4293,0.9672,83,58,52,0.9656,0.00254,B
